web-scraper-order,web-scraper-start-url,category,category-href,products-link,products-link-href,products-name,products-price,products-image-src,products-rating,,,,,,,,
1603470640-212,https://www.daraz.com.bd/,Makeup,https://www.daraz.com.bd/womens-make-up/,Kiss Beauty 4 in 1 Polished Smooth Blusher,https://www.daraz.com.bd/products/kiss-beauty-4-in-1-polished-smooth-blusher-i150668405-s1077330857.html?search=1,Kiss Beauty 4 in 1 Polished Smooth Blusher,600,https://static-01.daraz.com.bd/p/8aa293e672bd8e73c39f51b0cc7434ac.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603470556-194,https://www.daraz.com.bd/,Men's Care,https://www.daraz.com.bd/mens-grooming/,Water Gloss/ Wet Look Super Hard Hair Gel - 300 gm,https://www.daraz.com.bd/products/water-gloss-wet-look-super-hard-hair-gel-300-gm-i148698620-s1074802177.html?search=1,Water Gloss/ Wet Look Super Hard Hair Gel - 300 gm,499,https://static-01.daraz.com.bd/p/80b9fd9389984f6b6b317955e90b0430.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603470879-263,https://www.daraz.com.bd/,Hair Care,https://www.daraz.com.bd/hair-care-beauty/,Professional Hair Comb Package - 10pcs,https://www.daraz.com.bd/products/professional-hair-comb-package-10pcs-i151842838-s1079194803.html?search=1,Professional Hair Comb Package - 10pcs,380,https://static-01.daraz.com.bd/p/d1e5fff6090b9251da6acb386d1eb3fa.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603471189-317,https://www.daraz.com.bd/,Fragrances,https://www.daraz.com.bd/fragrances/,Secret Temptation Breeze Body Perfume For Women - 120 ml,https://www.daraz.com.bd/products/secret-temptation-breeze-body-perfume-for-women-120-ml-i143626339-s1067990064.html?search=1,Secret Temptation Breeze Body Perfume For Women - 120 ml,319,https://static-01.daraz.com.bd/p/5bd11eb2b1ba5f25b811595d185ff1d0.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603470006-84,https://www.daraz.com.bd/,Skin Care,https://www.daraz.com.bd/skincare-beauty/,VLCC ROSE EXTRACT SCRUB,https://www.daraz.com.bd/products/vlcc-rose-extract-scrub-i148178800-s1074082896.html?search=1,VLCC ROSE EXTRACT SCRUB,365,https://static-01.daraz.com.bd/p/ede0d0c7347986a96be7206637027d97.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603470738-234,https://www.daraz.com.bd/,Makeup,https://www.daraz.com.bd/womens-make-up/,Professsional high quality 7 Pcs Premium women Makeup Brush Set with Leather Bag,https://www.daraz.com.bd/products/professsional-high-quality-7-pcs-premium-women-makeup-brush-set-with-leather-bag-i150692822-s1077410428.html?search=1,Professsional high quality 7 Pcs Premium women Makeup Brush Set with Leather Bag,770,https://static-01.daraz.com.bd/p/941641daaf16f1f0964ec30670a0c26e.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603471134-306,https://www.daraz.com.bd/,Fragrances,https://www.daraz.com.bd/fragrances/,Fa Sport Men's Deodorant  Body Spray (150ml),https://www.daraz.com.bd/products/fa-sport-mens-deodorant-body-spray-150ml-i133494291-s1055206380.html?search=1,Fa Sport Men's Deodorant  Body Spray (150ml),260,https://static-01.daraz.com.bd/p/2b157e2a43b0a7d3396ededb0b31a55d.jpg_720x720q75.jpg_.webp,5,,,,,,,,
1603470136-110,https://www.daraz.com.bd/,Skin Care,https://www.daraz.com.bd/skincare-beauty/,Compressed Mask Compressed Facial Mask - 1pcs,https://www.daraz.com.bd/products/compressed-mask-compressed-facial-mask-1pcs-i153658803-s1082330164.html?search=1,Compressed Mask Compressed Facial Mask - 1pcs,50,https://static-01.daraz.com.bd/p/b7a95bb4dce1ea79220531834efa743f.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603470179-119,https://www.daraz.com.bd/,Skin Care,https://www.daraz.com.bd/skincare-beauty/,Roushun Aloe Vera Gel Moisturizing Nourishing Tender and Smooth For Skin Care,https://www.daraz.com.bd/products/roushun-aloe-vera-gel-moisturizing-nourishing-tender-and-smooth-for-skin-care-i153722041-s1082416801.html?search=1,Roushun Aloe Vera Gel Moisturizing Nourishing Tender and Smooth For Skin Care,550,https://static-01.daraz.com.bd/p/2fc00d0ce7d196974d87dd5ffeb6d730.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603471243-328,https://www.daraz.com.bd/,Beauty Tools,https://www.daraz.com.bd/health-beauty-tools/,Hair dryer for women –Multicolor,https://www.daraz.com.bd/products/hair-dryer-for-women-multicolor-i152618063-s1080530076.html?search=1,Hair dryer for women –Multicolor,470,https://static-01.daraz.com.bd/p/608cdd658e1e5b28d068617f8acc7fe3.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603469763-45,https://www.daraz.com.bd/,Food Supplements,https://www.daraz.com.bd/health-supplements/,First Aid Medical Body Treatment Self-Adhesive Elastic Care Bandage Gauze Tape,https://www.daraz.com.bd/products/first-aid-medical-body-treatment-self-adhesive-elastic-care-bandage-gauze-tape-i122118715-s1042000576.html?search=1,First Aid Medical Body Treatment Self-Adhesive Elastic Care Bandage Gauze Tape,461,https://static-01.daraz.com.bd/p/0fa9f5816586273c55e9a3c6680d2b34.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603469849-60,https://www.daraz.com.bd/,Food Supplements,https://www.daraz.com.bd/health-supplements/,"21st Century Biotin 5000 mcg, Essential Nutrient, Promotes Healthy Hair, Skin & Nails, Support Energy Metabolism, 110 Counts, USA, Expiry: 07/22",https://www.daraz.com.bd/products/21st-century-biotin-5000-mcg-essential-nutrient-promotes-healthy-hair-skin-nails-support-energy-metabolism-110-counts-usa-expiry-0722-i137194576-s1059700426.html?search=1,"21st Century Biotin 5000 mcg, Essential Nutrient, Promotes Healthy Hair, Skin & Nails, Support Energy Metabolism, 110 Counts, USA, Expiry: 07/22",2699,https://static-01.daraz.com.bd/p/2c11a3a3e0fa522832ad167ecb3346ac.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603470200-122,https://www.daraz.com.bd/,Personal Care,https://www.daraz.com.bd/personal-care/,3 Ply ear loop surgical face mask with quality Nose clip Melt Blown Filter-OUTWEAR - 50Pcs  (1Box ),https://www.daraz.com.bd/products/3-ply-ear-loop-surgical-face-mask-with-quality-nose-clip-melt-blown-filter-outwear-50pcs-1box-i152708243-s1080734301.html?search=1,3 Ply ear loop surgical face mask with quality Nose clip Melt Blown Filter-OUTWEAR - 50Pcs  (1Box ),230,https://static-01.daraz.com.bd/p/1138d15924202f7067863ffd3b9a2aa3.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603469839-58,https://www.daraz.com.bd/,Food Supplements,https://www.daraz.com.bd/health-supplements/,"Natrol Biotin Beauty Tablets, Promotes Healthy Hair, Skin & Nails, Helps Support Energy Metabolism, Faster Absorption, 60 Tablets, USA",https://www.daraz.com.bd/products/natrol-biotin-beauty-tablets-5000mcg-promotes-healthy-hair-skin-nails-helps-support-energy-metabolism-faster-absorption-90-tablets-usa-i143582117-s1067896191.html?search=1,"Natrol Biotin Beauty Tablets, Promotes Healthy Hair, Skin & Nails, Helps Support Energy Metabolism, Faster Absorption, 60 Tablets, USA",2799,https://static-01.daraz.com.bd/p/3e8ff7a8eb3af1e5465b8d3bb1364cdd.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603470718-229,https://www.daraz.com.bd/,Makeup,https://www.daraz.com.bd/womens-make-up/,Make up Brushes Foundation Brush Cosmetic Set Kit Tools Eye Shadow Blush Makeup Brush ( 7 PCS ),https://www.daraz.com.bd/products/make-up-brushes-foundation-brush-cosmetic-set-kit-tools-eye-shadow-blush-makeup-brush-7-pcs-i150378996-s1076942094.html?search=1,Make up Brushes Foundation Brush Cosmetic Set Kit Tools Eye Shadow Blush Makeup Brush ( 7 PCS ),150,https://static-01.daraz.com.bd/p/11cb75860da23bf80a107e02b605880b.png_720x720q75.jpg_.webp,0,,,,,,,,
1603471231-325,https://www.daraz.com.bd/,Beauty Tools,https://www.daraz.com.bd/health-beauty-tools/,Hair dryer for women –Multicolor,https://www.daraz.com.bd/products/hair-dryer-for-women-multicolor-i152608935-s1080518637.html?search=1,Hair dryer for women –Multicolor,40,https://static-01.daraz.com.bd/p/4865757ff9e404a5c92861a87ed62d25.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603470838-254,https://www.daraz.com.bd/,Hair Care,https://www.daraz.com.bd/hair-care-beauty/,Studio Line Indestructible Glue 10-Extreme Hold Hair Gel 150Ml,https://www.daraz.com.bd/products/studio-line-indestructible-glue-10-extreme-hold-hair-gel-150ml-i150704592-s1077406325.html?search=1,Studio Line Indestructible Glue 10-Extreme Hold Hair Gel 150Ml,250,https://static-01.daraz.com.bd/p/1d59ba70cbf9847aba4eb2b9c2cc564c.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603471456-371,https://www.daraz.com.bd/,Bath & Body,https://www.daraz.com.bd/bath-body/,"Petroleum Jelly Original, online Skin Care-250ml",https://www.daraz.com.bd/products/petroleum-jelly-original-online-skin-care-250ml-i150424579-s1076990500.html?search=1,"Petroleum Jelly Original, online Skin Care-250ml",550,https://static-01.daraz.com.bd/p/1f38d4c0accd3135534d66756c19f733.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603469867-64,https://www.daraz.com.bd/,Food Supplements,https://www.daraz.com.bd/health-supplements/,Skinfood Underarms Whitener - 200gm,https://www.daraz.com.bd/products/skinfood-underarms-whitener-200gm-i106698760-s1021734033.html?search=1,Skinfood Underarms Whitener - 200gm,620,https://static-01.daraz.com.bd/p/1cf57f68e1a5bf3a3b0657c60fe87cd9.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603470846-256,https://www.daraz.com.bd/,Hair Care,https://www.daraz.com.bd/hair-care-beauty/,Body Shop Strawberry Clearly Glossing Shampoo 250ML UK,https://www.daraz.com.bd/products/body-shop-strawberry-clearly-glossing-shampoo-250ml-uk-i152082750-s1079592054.html?search=1,Body Shop Strawberry Clearly Glossing Shampoo 250ML UK,999,https://static-01.daraz.com.bd/p/fa015d38a44554130189143fe205df22.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603471143-308,https://www.daraz.com.bd/,Fragrances,https://www.daraz.com.bd/fragrances/,Yardley London Urbane Body Spray for Men (150ml),https://www.daraz.com.bd/products/yardley-london-urbane-body-spray-for-men-150ml-i133668563-s1055436465.html?search=1,Yardley London Urbane Body Spray for Men (150ml),320,https://static-01.daraz.com.bd/p/22ebbf5f2977fd5db8659f7e3278c607.jpg_720x720q75.jpg_.webp,5,,,,,,,,
1603469490-8,https://www.daraz.com.bd/,Medical Supplies,https://www.daraz.com.bd/health-care/,Electric Hot Water Bag - Multicolor,https://www.daraz.com.bd/products/electric-hot-water-bag-multicolor-i133152270-s1054658346.html?search=1,Electric Hot Water Bag - Multicolor,299,https://static-01.daraz.com.bd/original/191fbcd28b377ca8152677bc87b9090b.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603470221-126,https://www.daraz.com.bd/,Personal Care,https://www.daraz.com.bd/personal-care/,Fa Men Attraction Force Anti-Perspirant Roll On (50ml),https://www.daraz.com.bd/products/fa-men-attraction-force-anti-perspirant-roll-on-50ml-i151860324-s1079216811.html?search=1,Fa Men Attraction Force Anti-Perspirant Roll On (50ml),170,https://static-01.daraz.com.bd/p/4bfb4d0af7097b3ae0d81b70c1e80c88.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603470822-252,https://www.daraz.com.bd/,Hair Care,https://www.daraz.com.bd/hair-care-beauty/,Studio Line Indestructible Glue 10-Extreme Hold Hair Gel 150Ml,https://www.daraz.com.bd/products/studio-line-indestructible-glue-10-extreme-hold-hair-gel-150ml-i150708571-s1077412201.html?search=1,Studio Line Indestructible Glue 10-Extreme Hold Hair Gel 150Ml,256,https://static-01.daraz.com.bd/p/13522890bf91425209fa739366d61efd.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603470895-266,https://www.daraz.com.bd/,Hair Care,https://www.daraz.com.bd/hair-care-beauty/,2 Pcs Fashion Women Lady Healthy Paddle Cushion Hair Loss Massage Brush Hairbrush Combo (CT),https://www.daraz.com.bd/products/2-pcs-fashion-women-lady-healthy-paddle-cushion-hair-loss-massage-brush-hairbrush-combo-ct-i150660048-s1077314085.html?search=1,2 Pcs Fashion Women Lady Healthy Paddle Cushion Hair Loss Massage Brush Hairbrush Combo (CT),269,https://static-01.daraz.com.bd/p/0de59f6cbe5ff272882e89482c133fa7.png_720x720q75.jpg_.webp,0,,,,,,,,
1603471343-350,https://www.daraz.com.bd/,Beauty Tools,https://www.daraz.com.bd/health-beauty-tools/,(1pcs) Pedicure Paddle Brush 4 In 1 Foot Rasp File Brush Dead Skin Callus Remover Scrub Pedicure Exfoliating Grinding Pumice Stone Foot Care Tool,https://www.daraz.com.bd/products/1pcs-pedicure-paddle-brush-4-in-1-foot-rasp-file-brush-dead-skin-callus-remover-scrub-pedicure-exfoliating-grinding-pumice-stone-foot-care-tool-i150400503-s1076960005.html?search=1,(1pcs) Pedicure Paddle Brush 4 In 1 Foot Rasp File Brush Dead Skin Callus Remover Scrub Pedicure Exfoliating Grinding Pumice Stone Foot Care Tool,90,https://static-01.daraz.com.bd/p/8e8db01809a0f2c5bb6ad7b058b7f129.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603470454-172,https://www.daraz.com.bd/,Men's Care,https://www.daraz.com.bd/mens-grooming/,CATSBY Water Gloss soft - 150gm,https://www.daraz.com.bd/products/catsby-water-gloss-soft-150gm-i152388286-s1080016290.html?search=1,CATSBY Water Gloss soft - 150gm,250,https://static-01.daraz.com.bd/p/705550605278559dd31bf4b42562dc15.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603471295-339,https://www.daraz.com.bd/,Beauty Tools,https://www.daraz.com.bd/health-beauty-tools/,RED DOLPHIN INFRARED MASSAGER – JY-889,https://www.daraz.com.bd/products/body-massage-machine-infrared-massager-dolphin-massager-i150798684-s1077622411.html?search=1,RED DOLPHIN INFRARED MASSAGER – JY-889,800,https://static-01.daraz.com.bd/p/a1ffb8cfba47f6b0595da96f0aa611aa.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603470175-118,https://www.daraz.com.bd/,Skin Care,https://www.daraz.com.bd/skincare-beauty/,Natural LIFTHENG Gentle moisturizing bubble Clay facial mask mud,https://www.daraz.com.bd/products/natural-liftheng-gentle-moisturizing-bubble-clay-facial-mask-mud-i144042176-s1068540775.html?search=1,Natural LIFTHENG Gentle moisturizing bubble Clay facial mask mud,300,https://static-01.daraz.com.bd/p/614889256b4882d3ddda1bcf7c9654c8.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603471263-333,https://www.daraz.com.bd/,Beauty Tools,https://www.daraz.com.bd/health-beauty-tools/,Hair dryer for women –Multicolor,https://www.daraz.com.bd/products/hair-dryer-for-women-multicolor-i152606785-s1080510839.html?search=1,Hair dryer for women –Multicolor,470,https://static-01.daraz.com.bd/p/902f55e2ece33b702612b522b36a09ec.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603469596-28,https://www.daraz.com.bd/,Medical Supplies,https://www.daraz.com.bd/health-care/,Digital Infrared Thermometer Forehead Baby Temperature Device Random,https://www.daraz.com.bd/products/digital-infrared-thermometer-forehead-baby-temperature-device-random-i138952255-s1061978605.html?search=1,Digital Infrared Thermometer Forehead Baby Temperature Device Random,1399,https://static-01.daraz.com.bd/p/019f025d70747fded5d9efd1d694683a.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603470208-123,https://www.daraz.com.bd/,Personal Care,https://www.daraz.com.bd/personal-care/,Protective 3 Layer Cloth Face Mask,https://www.daraz.com.bd/products/protective-3-layer-cloth-face-mask-i150976244-s1077884182.html?search=1,Protective 3 Layer Cloth Face Mask,155,https://static-01.daraz.com.bd/p/7afd0f84870200a814d33347eb3d5ddd.jpg_720x720q75.jpg_.webp,1,,,,,,,,
1603471043-285,https://www.daraz.com.bd/,Fragrances,https://www.daraz.com.bd/fragrances/,Body Spray Bond 200ml,https://www.daraz.com.bd/products/body-spray-bond-200ml-i133836061-s1055606391.html?search=1,Body Spray Bond 200ml,299,https://static-01.daraz.com.bd/p/8554cffc1393a8c8bc1a71b5ca56f8cf.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603470445-171,https://www.daraz.com.bd/,Men's Care,https://www.daraz.com.bd/mens-grooming/,CATSBY Water Gloss and Wet Look Super Hard Hair Gel for Men - 150gm 1 Pcs,https://www.daraz.com.bd/products/catsby-water-gloss-and-wet-look-super-hard-hair-gel-for-men-150gm-1-pcs-i150646507-s1077296164.html?search=1,CATSBY Water Gloss and Wet Look Super Hard Hair Gel for Men - 150gm 1 Pcs,253,https://static-01.daraz.com.bd/p/46c3428177e4766e04b1071a468732ad.png_720x720q75.jpg_.webp,0,,,,,,,,
1603470105-103,https://www.daraz.com.bd/,Skin Care,https://www.daraz.com.bd/skincare-beauty/,Natural Sandalwood/ Chandan/ Myanmar Thanaka বার্মিজ চন্দন,https://www.daraz.com.bd/products/natural-sandalwood-chandan-myanmar-thanaka-i145534216-s1070896235.html?search=1,Natural Sandalwood/ Chandan/ Myanmar Thanaka বার্মিজ চন্দন,110,https://static-01.daraz.com.bd/p/4974aca50c71ca68ab2ce157aa8ffc37.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603470780-243,https://www.daraz.com.bd/,Hair Care,https://www.daraz.com.bd/hair-care-beauty/,Dexe Black Hair Shampoo - (25*10)=250ml Made U.K,https://www.daraz.com.bd/products/dexe-black-hair-shampoo-2510250ml-made-uk-i150154542-s1076590648.html?search=1,Dexe Black Hair Shampoo - (25*10)=250ml Made U.K,380,https://static-01.daraz.com.bd/p/mdc/c5c5fe4b19cc0018c14022c66708175b.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603470145-112,https://www.daraz.com.bd/,Skin Care,https://www.daraz.com.bd/skincare-beauty/,Natural Nourishing Moisturizing Facial Mask,https://www.daraz.com.bd/products/natural-nourishing-moisturizing-facial-mask-i153668583-s1082324699.html?search=1,Natural Nourishing Moisturizing Facial Mask,200,https://static-01.daraz.com.bd/p/43acd7026558d3d1bdcdc7ac3648927e.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603470514-184,https://www.daraz.com.bd/,Men's Care,https://www.daraz.com.bd/mens-grooming/,CATSBY Water Gloss soft - 150gm,https://www.daraz.com.bd/products/catsby-water-gloss-soft-150gm-i150410140-s1076964065.html?search=1,CATSBY Water Gloss soft - 150gm,253,https://static-01.daraz.com.bd/p/f94e835629cc43dabaf5aa00f3ed8283.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603469801-52,https://www.daraz.com.bd/,Food Supplements,https://www.daraz.com.bd/health-supplements/,Coconut Oil Extra Virgin [475ml],https://www.daraz.com.bd/products/coconut-oil-extra-virgin-475ml-i124124554-s1044422278.html?search=1,Coconut Oil Extra Virgin [475ml],2350,https://static-01.daraz.com.bd/p/16039f66c7f5b37b63a98d86e6e84f58.jpg_720x720q75.jpg_.webp,1,,,,,,,,
1603470760-240,https://www.daraz.com.bd/,Makeup,https://www.daraz.com.bd/womens-make-up/,1 PCS Dual Sided Eyeshadow Eyeliner Brush,https://www.daraz.com.bd/products/1-pcs-dual-sided-eyeshadow-eyeliner-brush-i151020263-s1077948321.html?search=1,1 PCS Dual Sided Eyeshadow Eyeliner Brush,8,https://static-01.daraz.com.bd/p/c4b4988f8b235d32564002a81b82759c.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603470741-235,https://www.daraz.com.bd/,Makeup,https://www.daraz.com.bd/womens-make-up/,Fair_And_Lovely_Fairness Cream Advanced Multivitamin 80g From India,https://www.daraz.com.bd/products/fair_and_lovely_fairness-cream-advanced-multivitamin-80g-from-india-i150222758-s1076714355.html?search=1,Fair_And_Lovely_Fairness Cream Advanced Multivitamin 80g From India,234,https://static-01.daraz.com.bd/p/8728ea4de91bf91bc46b8161d0dcbff9.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603471321-345,https://www.daraz.com.bd/,Beauty Tools,https://www.daraz.com.bd/health-beauty-tools/,Flawless Facial Hair Remover | Painless Hair Remover for women,https://www.daraz.com.bd/products/flawless-facial-hair-remover-painless-hair-remover-for-women-i151016717-s1077954670.html?search=1,Flawless Facial Hair Remover | Painless Hair Remover for women,320,https://static-01.daraz.com.bd/p/8ff006ff2d64379eae9570ff0195ab2b.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603470320-147,https://www.daraz.com.bd/,Personal Care,https://www.daraz.com.bd/personal-care/,Pappermint Field Inhelar -2cc,https://www.daraz.com.bd/products/pappermint-field-inhelar-2cc-i152356200-s1079944329.html?search=1,Pappermint Field Inhelar -2cc,220,https://static-01.daraz.com.bd/p/eeb5040efe66c8393c2c27b59840c21b.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603469780-49,https://www.daraz.com.bd/,Food Supplements,https://www.daraz.com.bd/health-supplements/,"NOW Solutions, Castor Oil, 100% Pure Versatile Skin Care, Multi-Purpose Skin Softener, 118 ml, USA",https://www.daraz.com.bd/products/now-solutions-castor-oil-100-pure-versatile-skin-care-multi-purpose-skin-softener-118-ml-usa-i124613715-s1044855399.html?search=1,"NOW Solutions, Castor Oil, 100% Pure Versatile Skin Care, Multi-Purpose Skin Softener, 118 ml, USA",1199,https://static-01.daraz.com.bd/p/07d41018f2c563f70a69f6c35c1bc4ba.jpg_720x720q75.jpg_.webp,5,,,,,,,,
1603470422-165,https://www.daraz.com.bd/,Men's Care,https://www.daraz.com.bd/mens-grooming/,Hair Spray For Men - 250 ml,https://www.daraz.com.bd/products/hair-spray-for-men-250-ml-i153314251-s1081712571.html?search=1,Hair Spray For Men - 250 ml,400,https://static-01.daraz.com.bd/original/822ac10e8d274b5d40e58187e73a7ab5.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603470476-174,https://www.daraz.com.bd/,Men's Care,https://www.daraz.com.bd/mens-grooming/,Water Gloss and Wet Look Super Hard Hair Gel for Men - 150gm,https://www.daraz.com.bd/products/water-gloss-and-wet-look-super-hard-hair-gel-for-men-150gm-i148618111-s1074636995.html?search=1,Water Gloss and Wet Look Super Hard Hair Gel for Men - 150gm,259,https://static-01.daraz.com.bd/p/4250fde2e2c7fa83405f96933a48a243.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603469853-61,https://www.daraz.com.bd/,Food Supplements,https://www.daraz.com.bd/health-supplements/,Collagen Made With 100% Purecollagen,https://www.daraz.com.bd/products/collagen-made-with-100-purecollagen-i112334278-s1029216027.html?search=1,Collagen Made With 100% Purecollagen,1200,https://static-01.daraz.com.bd/p/cce77de58cba104966237c7891a601c9.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603469932-75,https://www.daraz.com.bd/,Food Supplements,https://www.daraz.com.bd/health-supplements/,Best SELLER Natural Super Slimming Herb Belly Weight Loss Diet Pills 30 Capsules,https://www.daraz.com.bd/products/best-seller-natural-super-slimming-herb-belly-weight-loss-diet-pills-30-capsules-i102392736-s1016584092.html?search=1,Best SELLER Natural Super Slimming Herb Belly Weight Loss Diet Pills 30 Capsules,899,https://static-01.daraz.com.bd/original/f0f4ea678856fdcbd54f1f64fb7f48ef.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603470730-232,https://www.daraz.com.bd/,Makeup,https://www.daraz.com.bd/womens-make-up/,Professsional high quality 8Pcs Premium women Makeup Brush Set with Leather Bag,https://www.daraz.com.bd/products/professsional-high-quality-8pcs-premium-women-makeup-brush-set-with-leather-bag-i150694896-s1077412405.html?search=1,Professsional high quality 8Pcs Premium women Makeup Brush Set with Leather Bag,1050,https://static-01.daraz.com.bd/p/90267948d03e765af80cf543a99fc40f.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603471024-281,https://www.daraz.com.bd/,Fragrances,https://www.daraz.com.bd/fragrances/,"SONDOUS Blend perfume oil attar 12 ML by Abdul Samad Al Qurashi, ASAQ ASQ.",https://www.daraz.com.bd/products/sondous-blend-perfume-oil-attar-12-ml-by-abdul-samad-al-qurashi-asaq-asq-i133224819-s1054798997.html?search=1,"SONDOUS Blend perfume oil attar 12 ML by Abdul Samad Al Qurashi, ASAQ ASQ.",22000,https://static-01.daraz.com.bd/p/ba58390f68d7ae6118b27a16a05bcaae.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603470457-173,https://www.daraz.com.bd/,Men's Care,https://www.daraz.com.bd/mens-grooming/,Strong Wet Look Hair Gel For Men - 150ml,https://www.daraz.com.bd/products/strong-wet-look-hair-gel-for-men-150ml-i152388454-s1080012873.html?search=1,Strong Wet Look Hair Gel For Men - 150ml,490,https://static-01.daraz.com.bd/p/d4042d8c17ee75df7fb174dcfbe185df.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603470049-91,https://www.daraz.com.bd/,Skin Care,https://www.daraz.com.bd/skincare-beauty/,B-1001 Fair Look Gold Face Cream B-1001 Fair Look Gold Face Cream,https://www.daraz.com.bd/products/b-1001-fair-look-gold-face-cream-b-1001-fair-look-gold-face-cream-i148110122-s1073974820.html?search=1,B-1001 Fair Look Gold Face Cream B-1001 Fair Look Gold Face Cream,1450,https://static-01.daraz.com.bd/p/2e3d93a85100dab3a4df0264efb9c713.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603471051-287,https://www.daraz.com.bd/,Fragrances,https://www.daraz.com.bd/fragrances/,Men Body Spray Flirt Attract Women Scented Water 150ML- smart GOLD TEMPTATION,https://www.daraz.com.bd/products/men-body-spray-flirt-attract-women-scented-water-150ml-smart-gold-temptation-i139886185-s1063142147.html?search=1,Men Body Spray Flirt Attract Women Scented Water 150ML- smart GOLD TEMPTATION,280,https://static-01.daraz.com.bd/p/1c8c76c8aff775ad6ad31c29927ac7d3.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603469538-16,https://www.daraz.com.bd/,Medical Supplies,https://www.daraz.com.bd/health-care/,CONFO 100% 3ml natural plant essential balm,https://www.daraz.com.bd/products/confo-100-3ml-natural-plant-essential-balm-i121045253-s1040603697.html?search=1,CONFO 100% 3ml natural plant essential balm,100,https://static-01.daraz.com.bd/p/7f94cacc1d4d36e4ea4ee9de88b393c9.jpg_720x720q75.jpg_.webp,5,,,,,,,,
1603471447-369,https://www.daraz.com.bd/,Bath & Body,https://www.daraz.com.bd/bath-body/,Vaseline_ Blueseal cocoa butter,https://www.daraz.com.bd/products/vaseline_-blueseal-cocoa-butter-i150006163-s1076406365.html?search=1,Vaseline_ Blueseal cocoa butter,441,https://static-01.daraz.com.bd/p/f238eaebb773e21eb417e0efa1063185.jpg_720x720q75.jpg_.webp,0,,,,,,,,
1603470055-92,https://www.daraz.com.bd/,Skin Care,https://www.daraz.com.bd/skincare-beauty/,SENANA shrink pores firming moisturizing deep Seaweed face sheet,https://www.daraz.com.bd/products/senana-shrink-pores-firming-moisturizing-deep-seaweed-face-sheet-i144844125-s1069766153.html?search=1,SENANA shrink pores firming moisturizing deep Seaweed face sheet,45,https://static-01.daraz.com.bd/p/c79c9210b3fa3d45f37bc8c537023fd8.jpg_720x720q75.jpg_.webp,5,,,,,,,,
1603469510-12,https://www.daraz.com.bd/,Medical Supplies,https://www.daraz.com.bd/health-care/,Inferred thermometer,https://www.daraz.com.bd/products/inferred-thermometer-infrared-thermometer-fda-approved-i138132252-s1060906121.html?search=1,Inferred thermometer,1450,https://static-01.daraz.com.bd/p/07ee3f6939fc3eb02a0ccc781f12a998.jpg_720x720q75.jpg_.webp,0,,,,,,,,
